date	review	rating	userName	title
2016-06-05 16:35:16	It's just plain bad to listen to.	1	Smxyshwldbs	Disappointed
2016-06-03 22:27:11	Emily, Menace, and Anderson are very entertaining while giving you ways to spice up your sex-life and answering listeners . If you like sex and want to get better at it give sex with Emily a try. You won't be disappointed.	5	Shawn_1021	I love sex with Emily
2016-05-30 21:01:58	Emily is awesome. Great advice in every episode. She covers it all!	5	Chsmonz	Great advice, entertaining show!
2016-05-24 06:01:21	I listen to this podcast every day at work and it makes my job go by so fast. I love learning about everything from sex to relationships. All the advice has helped me. Thank you!!	5	MeganMarieHere	Love!!
2016-05-23 01:10:09	Great show.	5	B&Oli	Fun entertaining informative
2016-05-24 00:31:08	Back in the day, Emily actually discussed sex and addressed questions or themes relating to the subject. Now, the podcast spends about 20 mins just talking about her life with bad co-hosts with bite sized discussion on sex. Unsubscribed.	1	Newportchris	Gossip with a side of talk
2016-05-19 12:41:08	It makes me so happy to hear that I'm not the only one in the world that wants to learn everything about sex and pleasure. I love Emily and Menace and Anderson. I first heard about this show on Love Line and now that it's over I'm listening to every single episode of Sex with Emily!	5	11111111111117777777	Loooooooove
2016-05-18 03:37:39	Thank you for invigorating my sex life!	5	adryengold	Love it!
2016-05-16 20:30:44	Sex With Emily is one of the best podcasts that has ever happened to me.  I did a search for proper kegel help and found this podcast along with Emily's kegel app!   I love how passionate Emily and Menace are about helping people everywhere with their sexual issues, fantasies and realities.  There is a lot of conversation to start out each podcast, but I like that it doesn't sound scripted or forced and that these are real people helping others get more enthusiastic about all things bedroom and self-love related.  I love that I can submit questions and even entries to contests.  Fantastic show!	5	MarlaSinger	Learning something new with every episode!
2016-05-17 16:51:01	I used to like this show. The content was edgy and current. Now it's laden with ads and self promotion.	1	Kel Dogg	It's just one big commercial
2016-05-14 00:17:14	I enjoy this podcast a lot. The host, Dr. Emily Morse, presents a very professional podcast. She has a wonderfully playful sense of humor and a very nice voice. She also talks about things that some of us could never say out loud, and gets her guests to open up about their lives. The podcast has taught me a lot and made me think a lot.	5	joaquin600	Excellent podcast!
2016-05-13 10:20:55	I actually learning new things to try and use on and with my wife. Thank you for all the advice,tips, and techniques! Keep the show coming!	5	Rob3305	Great show great advice
2016-05-13 16:18:03	In a 45 minute show the subject of the podcast in the title wasn't addressed until a half hour into the show	2	Abcdefghijklmna	Get to the point
2016-05-13 08:43:02	Keep up the great podcast	5	2415jsh	Love it
2016-05-12 16:44:08	Really great sex tips :)	5	Sofi1506	Great podcast
2016-05-11 17:55:21	I like this podcasts, I learn a lot, I don't know why people gave her bad review. Check her out, she's cool so as the team. Great, work you guys.	5	Basil Noodles	Great, learn a lot.
2016-05-11 15:55:40	I have been listening for a couple months now. I love your show Emily. You have great vibes. Keep doing what you do!	5	Loyalty_respected	Great Job!!
2016-05-04 02:58:44	"Emily is very informative and fun to listen to. Her interactions with menace and Anderson both are comical and informative. I first heard Emily on ""the art of charm"" podcast, I have downloaded all of her back episodes, and I'm working my way through them. I highly recommend this podcast."	5	Doucherocket	Great podcast!
2016-05-02 02:16:25	I really enjoy listening to this show. Emily is great!! 👍	5	Heidiapple12345	Great show
2016-04-26 22:43:42	"Emily allows the listener to learn how to be a better lover or to learn how to take better care of yourself. 

It is presented in a fast and fun banter that makes me look forward to the next podcast."	5	JTWells	Fun and Educational
2016-04-29 03:00:38	The hosts are annoyingly superficial and self centered. They don't even offer advice but seem to spend the whole show talking about themselves. If you like rape jokes and hate intelligence this is the show for you. The rest of us will move on to something worth listening to. Emily, I'm so embarrassed for you!	1	Elizap123	No no no!!!
2016-04-24 12:55:31	How can you not love Emily? She's smart, funny, and ever so charming. This show never has a dull moment. I listen to both shows every week and I've learned so much over the years. This show is for everyone. Single, dating, married, in a relationship, male or female. Everyone can pick up a few tricks. I couldn't live without this podcast.	5	laurenlove2420	Best Sex Show
2016-04-15 16:00:32	The title of each podcast suggests a topic of discussion. But this podcast in particular just rambles on about anything but the title/topic.	1	sgt slaughter802	What is going on here?
2016-04-11 20:16:39	The show has been great for us to refocus our sexual outlook as a married couple	5	ABSOLUTELYEnlightened	Great show
2016-04-11 10:06:47	I love listening to Emily and her co-hosts. Funny and caring and without judgement. While there are subjects that I'm just not into, for the most part I'll pick-up good advice every week on ways to be a more attentive lover.	5	nthused	Fun and good advice
2016-04-09 00:59:05	Emily is open, funny, kind, and really cares! She actually answers emails and her funny banter with Anderson is so funny :) listen if you have a sense of humor and anything to learn :)	5	caseyjayner	So funny and so informative
2016-04-07 03:49:05	Writing this review because I have been a long time listener for about 5 years and it truly deserves 5 stars. Keep up the good work Emily!	5	Jek203	Emily is awesome
2016-04-06 23:14:04	Emily has a great voice that just made for radio and podcasting. I love her co host Anderson and menace who also have good input. Emily has gave me solid advice and lots of knowledge on how to please a women and have better relationships. She's truly amazing	5	Deathrayxyz	I love sex with emily
2016-03-30 11:34:59	Found SWE about a year ago and listened to as many past episodes as possible before catching up. In my 40's and married since my early 20's. This podcast helps me be a better partner and has added another level to our sex life. Great co-hosts also.	5	Van074	Great sex and sexual relationship podcast
2016-04-04 19:08:50	"I love a lot of things about this show. But I find myself cringing multiple times per episode when either Anderson or Menace (usually Menace) inevitably says things that are narrow-minded, crude in a not-funny way, or downright misogynistic. I'm not the type to easily offend, but these guys are the worst of the ""morning radio"" types and I prefer my podcasts to be a little more progressive. 

That said, I think Emily gives lots of great advice and she often has really interesting guests. I'll keep listening, but will continue to wonder why Emily puts up with those guys..."	3	LisaTheHam	Would be better with new sidekicks
2016-04-02 22:15:13	I really really tried to like this podcast cuz the subjects were awesome but it lacks so much. They barely touch on the subjects she says her show is about. She's too all over the place. It's 45 min of jibberish and 5 min of actual substance of information.	1	Jess_suckkaaa	I tried
2016-03-30 01:17:43	I love listening to Emily, whether she's dishing sex tips or keeping us up to date with her dating world her podcast is always fun! I always love her guest as well! Very pro sex and pro self love which we need more of in the world ! Thanks for the entertainment & education Emily ! Keep up the great work !	5	JackieOny	Fun and always learn something new
2016-03-28 20:09:24	I love listening to Emily. She is very informative and amusing I also listen to her on loveline.	5	Gabygm	Educational
2016-03-25 14:48:55	Love love love!!!	5	MrsJessWilliams	Great advice!!!
2016-03-24 12:03:51	I've been listening to this podcast for a little over a year and it's really a good listen. Good topics and great personalities!	5	Cpt.Cerb	Great show
2016-03-23 19:31:33	Anderson & Em are perfect chemistry for the show. Always learning and understanding what other people are into.	5	Jazzyjazaguilar	2016 Review
2016-03-23 15:59:48	My favorite podcast! Emily is so funny & entertaining. Everyone she has on the show is extremely knowledgeable & never fails to keep you coming back for more. She has me hooked. I can't go a day without sex with Emily! Has taught me so much. I definitely recommend!	5	laurreeennbabexo	Sex Ed + comedy
2016-03-21 01:02:12	Hey Emily I was on a long road trip listening to podcasts bumped into yours what I like about it is I can usually predict what the therapist will say or the problem solver but you're funny I couldn't tell what you're going to say next and it was very educational as well. It's good for me I feel like I only know man I was kind of raised by the wolves listening to women talk and smart women it's refreshing and it's fun and I think it'll help me have another perspective maybe I'll get along with women better	5	Soggythesurfclown	Funny Smart
2016-03-20 18:14:01	I thought I knew enough and then I found this podcast Sex With Emily - whom I heard about on Loveline. Emily is like all of us, trying to find ways to have a fantastic and fulfilling love life - but she's going out there and doing something about it and empowering us to follow suit. My husband is appreciative too / as things are heating up. Thank you so much Emily for doing what you do! And Menace, talk more on a male's point of view - Anderson is quickly surpassing you on the sharing LOL Back on topic - Emily, love your show! Don't ever stop podcasting :)	5	jakes_girl	Sex With Emily - YOU NEED THIS!
2016-03-20 00:07:08	She is very informative and funny, I enjoy listening to her on podcast.	5	Jennie0068	Love her
2016-03-20 18:02:55	I tried this podcast for the first time today and couldn't even finish it. The hosts know very little about the subject and seem to lack a sense of empathy for others.	1	lrrruuubbbsss	Really narrow minded
2016-03-19 05:14:27	The most informative podcast on the planet for sex, dating  and love.	5	Gusgus26	Emily is awesome
2016-03-19 19:09:42	One star is too generous. This just a constant commercial and the information is just the right depth for Trump supporters.	1	Beechnut Babe	Emily and Trump sitting in a tree....
2016-03-17 13:24:01	"8=====D~~~~~~~~~(!)

Aw skeet skeet skeet mother f*ck*r"	5	NatasKaput	Skeet skeet skeet
2016-03-17 13:31:46	Very irritating, inane, unoriginal, and childish.	1	Cam77777	Ugh
2016-03-01 07:24:35	I love Sex With Emily, I have learned so many things about sex by listening to this podcast. My sex life has improved a lot! Emily has taught me to ask for what I want and get more orgasms. She is amazing! Thanks for everything you do Emily!	5	Snhanks	Fabulous
2016-03-11 00:35:49	Horrible	1	April wallimulffer	Bad
2016-03-10 04:04:14	Anderson can't stop talking. It's horrible. I'm sure he's a wonderful person but he's podcast AIDS. stop talking over the host! Let her get a couple thoughts out before you chime in or repeat what she just said. Every time Emily takes a breath, you make sounds. it's grating.	3	TokiWarTruth	Ditch em
2016-03-09 14:09:45	I'd rather sit through AM/FM commercials!	1	HoustonPerez	Terrible!
2016-02-28 03:33:13	I listen to every episode every week and have benefited from her advice immensely! I love the camaraderie between everyone on the show. Keep up the good work!	5	zrh1989	A+++++
2016-02-25 21:52:14	I've always listened to Emily on Love Line, and now I'm constantly listening to this podcast. Her insight is great and the conversations between her and Menace are great! Love the honesty	5	Cmfabelo	Love love love
2016-02-26 20:05:20	At first it was interest but now that I catch up with the podcast  couldn't listen to no more.She is not really a doctor. She a fake please don't waste your time.	1	Titi1988tito420	Not enough information
2016-02-24 20:46:57	I listen on my way home from work. Love the personalities all mixed together.	5	Meeshkafish	Love this podcast
2016-02-19 04:52:57	I want to love SWE but Emily & Menace talk way to much about themselves. Some episodes are very good. I don't like menace, I wish Emily give he the boot off the show. I love listening to Emily, she's awesome. Just wish she talk about more of relationships & advice, it takes about hour get to relationships & advice	5	Oh how	I hate Menace!!!!
2016-02-11 01:24:46	Emily makes me lol in every podcast. The only podcast I listen to on a regular basis.	5	Buttluv26	LOVE Emily
2016-02-12 16:30:10	I had such high hopes for this podcast. However after a few  episodes I realized the show is just ramblings sprinkled with sex toy ads. It's just not worth the time to listen	1	Fweem1970	Rambling see toy ad
2016-02-09 22:21:46	Love it!!! Listen to it everyday!	5	BarbieJCo	Great show!
2016-02-01 01:19:18	Been a listener for a while and Emily and the crew do a great job during these shows!	5	Topstv	Great listen!
2016-02-02 04:13:31	Its basically a ad machine	1	Darkness in dread	Very bad
2016-01-03 06:19:13	You have to slow down so your words are not slurred	2	non espanol	Slow down
2016-01-25 01:34:46	I really did give this podcast a chance, however any sort of real advice is over shadowed by the hosts being so self absorbed. The theme music itself is all about hot hot Emily is, and little about actual advice.	1	Happy go lucky	Self absorbed
2016-01-15 21:43:13	Just truly awful.	1	bmwilly	Painfully bad
2016-01-15 20:06:35	"This is an inexperienced girl who gives advice from ideals she has not real life experience. It's a lot of "" just talk to your partner "" not how to talk to them. It's just some kid (who seems to have just discovered sex 2 years ago and now considers herself an expert) with the means to make a podcast. Zero credibility. Skip this."	1	5footer	Inexperienced
2015-09-30 10:49:20	Love the honest advice and tips. Emily is great at debunking myths and sharing stats. She's great at recommending products and really makes sex fun.	4	Kristen in PA	Emily is adorable and informative
2015-11-27 00:29:40	Too much talking about personal gossip. Topics are good just aren't focused on the whole podcast.. Menace is annoying.	1	2433,(::,ff	podcast has potential but
2015-11-24 07:23:13	The show doesn't ever really cover anything new. You won't really learn anything that you can't pick up from Cosmo. If you're a heterosexual, vanilla twenty something this show is probably for you...but again...don't expect anything mind blowing. Also Menace is horrible. I find myself cringing at everything he says and his constant need to brag about everything he's doing. Anderson does better as a co-host but still doesn't offer up the sex positive and inclusive attitude many may be looking for.	2	Haight&Ashbury	Meh
2015-11-17 00:22:00	I feel like I am learning so much! I wish I had discovered this sooner!	5	Krazyauntjoe	Addicted
2015-11-10 13:08:22	Found the show because I'm a fan of menace. Show was good but Emily doesn't talk much about sex. It's just all sponsers and stories of her life. We are tuning in for info not life stories	1	Woody show fan	Entertaining and informative
2015-11-06 06:43:07	Re-enforces bad stereotypes in regards to gender and is just people talking without structure.	1	Adamantium3	Very disorganized and sexually unhealthy
2015-10-27 00:54:57	Emily has such an engaging personality and the enthusiasm and joy she has for her work is infectious. All of her guests as well as her two man rotation of Menace and Anderson add very different, but wonderful insight from the male perspective. Keep up the great work!	5	Erik Gaines	Advice and tips with spunk
2015-10-19 14:07:19	"A self serving bore-fest. An uninformed, egotistical  host. A sidekick that is unengaged and sounds like he is checking his phone while recording the show. 
Nothing says L.A. bubble, like this show."	1	BuncoKelly	In a word... Vapid.
2015-10-15 19:05:55	I love Emily, but I really cannot listen to the podcast when Anderson is on with her.  He makes annoying, narrow minded comments that are irrelevant and take away from Emily's content.  I feel like the purpose of this show is to encourage people to have an open mind and a positive attitude in the realm of sex and relationships, but Anderson is so negative with his comments that are often times insulting and discouraging.  I want to listen to Sex with Emily, not Ignorance with Anderson.	3	jdinner	Take Anderson off the Show!
2015-10-13 22:49:50	Emily is so much fun to listen to. She and Menace take you on a little adventure during every show. I'm totally hooked and sometimes get impaitent waiting for the next episode to appear on iTunes. Just want to show some love from the Bluegrass state!!! Your awesome!	5	Jessb524	So Much Fun
2015-10-11 20:19:02	Love the information. Love the advice. Sometimes at the beginning of the show, the hosts spend a lot of time catching up on their personal lives. I don't listen to a sex advice column for that. But I like that the hosts are friends. It helps create an atmosphere of fun and comfort.	5	Coconut jack o lantern	Yay, Emily!
2015-10-05 00:45:45	I've been listening to this podcast for about a month now. I love it!! Good advice. Good banter. The hosts treat the issues with intelligence and facts, not BS and stories!	5	SlackerNick	Love this show!!
2015-10-02 23:11:47	Thank you Emily & Menace!! My husband and I both listen to your podcasts.  They are very informational, and fun.  We are in our mid 50's and since we started to listen to your shows our sex life is more spicy, planned and FUN....we've been able to explore more with sex toys, etc since learning tipsbabout different types/where to get/how to use.  Thank you so much for everything you do!	5	Laurigyd	Love your show!!
2015-10-01 17:44:48	Sex with Emily is a great show. Always great advice and Emily is very likable. Great show guys!😊	5	B HURTARTE	👍🏼
2015-10-01 00:00:55	Love this show :)	5	Number 1 in redondo beach	Love it
2015-09-29 20:22:14	I enjoy the show! It keeps me entertained during commutes.	5	aedsuperstar	Entertaining
2015-09-29 17:11:50	I enjoy learning new things	5	Getting it together finally	Enjoy the show
2015-09-28 20:18:42	I love the show.  It has some of the podcast info available.	5	Suunsu	Great show and great info.
2015-09-28 18:44:36	I am addicted to this show! It's super fun to listen to, and I've had fun sharing what I hear with my fiancé. Emily recommends some really great products, and always answers viewer questions in a very genuine way. I will continue to be a loyal listener.	5	CourtneyWebb	Fun and informative!
2015-09-23 22:51:02	One of my favorite pod casts, love it when Lynette is the co-host - you two are great together!	5	Lita A*3377	Love it! Keep up the good work!
2015-09-07 21:28:49	Excellent	4	Amariak	Sex with emily
2015-09-17 18:15:15	"Listened to an episode because a friend was a featured guest, and my friend was by far the most knowledgeable person about anything sex-related. I've listened to a few dozen more episodes, and it didn't get any better. With as long as Emily has been doing this, you'd think she'd not have to read through (bumble through) a pre-prepared script about anal sex or whatever the topic of the week is. She's much easier to listen to when she speaks off the cuff, but even then her knowledge of sex, kink, and gender/sexual orientation politics is really sub-par.

Her co-hosts are even worse. Menace is an inarticulate brainless dullard, doesn't understand women (or humans, really) at all, and usually sounds like he's either high or playing with his phone, or both. Anderson is homophobic, transphobic, a huge slut-shamer, mostly disgusted by kinks of any kind, and serves no purpose other than self-promotion. When Madison comes out of the booth and goes on mic, that's about the only time something smart comes out of the mouth of someone who works for the show.

There is no greater example of Los Angeles shallowness than this podcast."	1	punkassjim	Terrible, shallow, not helpful
2015-09-03 05:40:32	"I love this show! It's realistic, witty, intelligent and all with a touch of class.
It helps me survive my work day by making me laugh, think, learn and fantasize!
Only wish the podcast had a video feed on iTunes but I still love ya! Xoxo Cassandra"	4	CMP1008	Helps me get through my work day!
2015-09-04 14:27:14	I listen to a number of podcasts on a variety of subjects. This is one I go to as soon as new episodes are released.	5	wgajr1	One of my favorites
2015-09-03 17:30:21	I never learn anything new. You guys always promise amazing subjects but under deliver. It's painful to listen to you talk about your sex toys over and over. Keep your personal life stories to 5 mins or less not 3/4ths of the episode I miss sex nerd Sandra.	1	Tatotot77	Meh
2015-08-25 23:19:50	Just started listening to the podcast and I am obsessed!	4	IphoneAllTheWay	New listener
2015-08-26 12:29:35	"Was when Emily did a show on BDSM and said, as a disclaimer at the beginning of her podcast that she was going to exclusively use feminine pronouns when referring to submissives because, ""it's just easier.""  In an effort to be a sex positive podcast as she claims, she did a huge disservice in that statement alone.  All-in-all, it seems like it's mostly just a commercial about her favorite toys, and she is very pushy about it.  This is not a podcast for sex-positive people, it is a podcast for vanilla, heteronormative people that want to think they are sex-positive."	1	rhgold94	What Set Me Off...
2015-08-25 20:32:22	This is a great sex positive podcast to listen to. Two thumbs up! FYI Married sex episode cuts off at 20 minutes.	5	The502entourage	Great podcast
2015-08-24 22:52:38	I love this show very helpful	5	Elviegs3	Love it !
2015-08-24 20:47:59	Love the show..always entertaining and informative!	5	JDT 2.0	Ecellent Podcast
2015-08-20 09:33:31	Lovelovelove	5	Wafffles3	Wafffles3
2015-08-18 01:51:29	I love the show, Emily is great & makes everything fun. Great topics & advice.	5	bauerracing	Sex is fun.
2015-08-11 21:25:53	I love listening to Sex With Emily. Whether it's Menace or Anderson joining in, they're both funny and add to the different viewpoints of a man's perceptive. I laugh and learn from these podcasts and I look forward to them every day (I have a lot of catching up to do). Thanks for the entertainment and the education! I am a 30 year old female.	5	Moronez85	Entertaining and informative
2015-08-16 01:14:10	I love when Emily guest hosts on Loveline but I just can't handle this podcast. I've been a subscriber for a couple months and even listened to older episodes, so I think it's fair to say that I've given it a fair shot. This show is about 50% sales pitch, 30% talking about what they did last week, and 20% actual content. Pretty disappointing that she really only answers two questions per episode. If you want coupon codes for vibrators, this is the place to get it.	2	Its_gigi	I really tried!
2015-07-31 15:52:35	I'm a big Dan Savage fan and I've been looking for similar podcasts that where as enjoyable only to stumble upon Sex with Emily. I'm sure glad I did! Love the show, adore her cute little squeaky girl voice and adore her!	5	rjayne1	Love this Lady
2015-07-31 02:06:17	"Thank-you Emily & gang for all that you do! Keep up the great work- cheers for 
encouraging people to talk about sex."	5	heathermckee	Cheers
2015-07-29 19:47:34	First heard you on For Crying out Loud. Been listening ever since.	5	Bulldogger63	Love your podcast
2015-07-27 21:51:45	Love that Emily takes questions of all kinds and answers thoughtfully.	5	MinnicS1	Love the show
2015-07-18 18:48:03	Amazing podcast. I listen to it everyday, and Emily is incredibly insightful and a really fantastic interviewer. I really appreciate her dedication and hard work.	5	Nattty2	❤️
2015-07-18 18:38:05	Stumbled upon this recently and can't believe I'm SO late to the party on this one. A fun listen loaded with great advice.	5	Nanseadee	Love!
2015-06-16 10:58:25	"You can't beat Emily's honesty, she obviously loves what she does.
I never listen to more than one episode at a time as it is fluffy but if you don't take it too seriously it's great and if you learn something new to try, bonus.
If you want more serious sex podcasts try ""Why Are People Into That"" or ""Sex Out Loud"".
Thanks Emily."	4	Srdr946	Good Honest Fun
2015-07-15 11:34:41	Emily is so cute and has so much energy! She makes sex not taboo and helps people with all types of sexual issues. She reiterates communication is the key in relationships and is also key with sex. Say yes and enjoy! Love listening to Emily!	5	hulagirlal	So cute and fun to listen to
2015-07-14 23:50:08	I love listening to this show. Emily has helped me tremendously and I can't thank her enough. The workshops she gives at Hustler Hollywood are a lot of fun and really informative plus who doesn't love free champagne?! Keep up the good work Em and the team 💪🏻	5	AprylDeadly	Emily is AMAZING
2015-07-14 03:51:51	So funny but so informative.	5	Mc8086	Great advice!
2015-07-14 02:35:17	Emily tells it straight which I love.  She helps me tap into areas that I formerly was too shamed to think about.  Love her!	5	LEH820	Listen for a good time!
2015-07-05 21:38:30	"This show is an excellent addition to my podcast lineup. Im more of a podcast listener than a traditional radio listener. Sex with Emily is a great podcast for information, entertainment & general tips & tricks for the everyday person. 
Her approach to many complex topics makes this podcast great for any listening audience. I just introduced this podcast to my wife and she enjoyed it. Emily also provides personal insight & advice to her listeners who email her questions that can be answered on the show. 
Her show airs twice a week, & I look forward to each episode. This isn’t the podcast that is meant as a sexual stimulant its more of a listen & apply approach to sex. 
If you’re looking for a great entertaining podcasts, Sex with Emily is a must-add to your lineup!"	5	FatalRainz	One of my Go-To Podcast!
2015-07-05 02:43:40	"We all have career choices to make and Dr. Emily Morse's A^2 education set her on the road to Documentary Filmmaker (And, See How They Run, is among the best documentaries of a big campaign ever made) - but, Emily decided to take another path--completing her Ph.D. In human sexuality and launched her public campaign to bring us all up to date on human sexuality. 

The show is fun, approachable, thorough, and Emily and her guests have a great time while  addressing critical issues of common sexuality, sexual dysfunction, and sexual FUN!  

Great show. It's clear that a huge amount of work goes into these podcasts and I'm catching up on the whole back catalogue!"	5	grolaw	Incredibly well done - thorough without overly clinical
2015-07-03 20:24:07	Great show. Highly entertaining and informative! Fab personalities!	5	MarPio	Great!
2015-07-01 18:26:39	A frank yet fun discussion about sex. Not uncomfortably graphic, not overly clinical.	5	NonaNOhio	Love Emily
2015-07-01 12:44:35	Fun times with Emily!	5	LadyLoveJ711	makes me hot
2015-06-24 23:53:02	"So refreshing to listen to people talking about sex, masterbating & more!
Good stuff, helpful tips & entertaining."	5	Cortney Alley	Love this podcast!
2015-06-22 13:38:36	There are a lot of hatters in the world and a lot have computers. Everyone is not going to like everything, including this podcast. I find it a lot of fun, and can't wait until the weekend, when I listen to the shows back to back.	5	Dishman801	Fun
2015-06-21 21:44:13	sexy voice & pretty	5	Jessemarkes	sexy
2015-06-19 12:20:20	I'm a hard working 38 year old single woman in CA. I have a super successful long distance relationship with a sexy older man on the east coast. Your show gives me lots of ideas and entertainment to add to my love life. I finally found the right guy and he appreciates my adventurous side in bed and your show has given me so much to think about. You're a great host and have interesting perspectives to sex. Take care and keep the great show coming.	5	Tuytviyygiyyuyjutyh	Love the show!
2015-06-19 11:20:13	This podcast is full of information and helps educate you and helps make you and couples better in all aspects of sex	5	Ffforlife	Great information.
2015-06-18 14:08:55	She has taught me so much about sex and relationships. I love menace he so funny.	5	live1life	I love this show
2015-06-17 22:39:13	I wanted to like this especially since Menace from the Woody Show promoted it on the show, but it lacks something. A lot of unnecessary banter in the beginning. Some episodes are more interesting than others.	2	Karighalli	Meh... Just okay
2015-06-17 19:44:47	I truly enjoy listening. It has given me lots of great ideas to try with my wife and discuss new things with her.  I am so thankful for Emily!	5	rjsmith608	So Thankful For Emily
2015-06-16 00:17:05	Great show, Love Menace!  His jabs at Emily are great, but overall just a nice listen.	5	Adam4543242	Fantastic
2015-06-14 20:10:50	Found this podcast about 6 months ago and I'm always looking forward to the new episodes every week! My favorite part of the podcast is the email Q&A. Keep it going!	5	AnnieM0778	Lovin it!
2015-04-15 12:43:37	Like the show a lot, but have to address one issue about ripping clothes.  A lady should let a man no that it's okay for them to rip panties, bra, or shirt, because we don't want to do that to a lady who would get mad and tell us to leave because she wasn't about that.	4	DREAMSCAPE0	Ripping Clothes
2015-05-28 22:39:04	Enjoy Menace and Anderson’s conversations.  I like the show on some of the advice and  sharing “what’s in the news”.	5	33ee2	Great Show!
2015-05-06 20:44:00	Downloaded 6 episodes,at first it was ok and kept me interested in hopes of catching good info. At the end it's very plain not actually taking about or giving full advice on sex. It's all about the toys, toys and more toys.moving on	2	Flipeed68	I tried it...
2015-05-06 11:41:00	I love Emily, she gives great advice but it's true, it is a little repetitive BUT it's a sex podcast, there are only so many ways you can talk about humping and making out. I love the advice and tips she gives and I love her even more on Loveline. One thing I hate is Menace. Why is he even on the show? He's a complete moron who knows nothing about sex or relationships and his opinions always make my eyes roll to the back of my head. GET RID OF HIM, make him the full time behind the scenes only guy or something. I also love when Anderson is on ! He has some insightful male perspective on the topics.	3	Theeone-who-knocks	Great- get rid of Menace now
2015-04-28 21:49:24	I love this podcast and listening to Emily.  I just think she should cut back on the energy drinks a little before show time.  She is such a spaz.	5	avd1990	Great Show
2015-04-22 04:34:40	"I love the show and wish I could have more Sex with Emily . I love her take on sex & relationships. I am a fairly new listener but I am getting caught up on all the past podcasts & so far this is my favorite show to listen to. Keep up the good work Emily & I am trying to apply your phrase ""communication is lubricantion"" to my marriage."	5	TinkHerbal	I love Sex
2015-04-21 22:26:03	"I found Sex With Emily in 2012 when looking for something to listen to while working in Washington State, and I quickly fell in love with the show. I later got married in 2013 and got my hubby addicted to the show as well! Now we live in Southern California and I hope that one day we will be able to meet Emily in San Fran! She's opened our eyes to so many new experiences and opionions and I wouldn't change her show for the world. Hope someday you see this Emily Morse.
-Grace Goodwin
Twentynine Palms, CA"	5	GraceMarineSpouse	helping for years
2015-02-05 06:33:01	Less ads, more sex. Emily is smoking hot and so is her voice, she just talks really fast..	4	tacobellrules	Funny, witty, informative
2015-04-13 20:45:25	My wife and I both listen regularly, and we're always picking up something new! It's not just sex tips, but personal hygiene and interesting things going on in the world! I recommed it to so many people, and it has not even come close to getting old and tired for us!	5	JkTurners	It's Our Go To
2015-03-16 17:58:46	Does she ever stop talking about herself long enough to actually have sex?	1	suclaire	Awful
2015-03-10 05:46:33	I cannot believe how grandiose sex-negative and judgmental this show has become. Emily is too preoccupied with expanding her brand at all cost. For a better experience listen to Sex Nerd Sandra. Emily does sex podcasts completely wrong.	1	GA6HHHHHHH!	Doctorate in human sexuality does not make one sex positive
2015-02-20 04:59:42	I tried so hard to listen and was annoyed the entire time  the guy with you on your show kills it for me, he is not smart or witty enough about sex to be on your pod cast you talk about you advertisements and emails then you do about sex, you lost another pod caster, read your reviews	1	Funny.a.f	So Dissapointed
2015-02-19 02:01:29	Too many adverts for toys. Also, Menace is a disaster and sounds like Carell from 40 Year Old Virginia. He seems to know next to nothing about all things sex. Get the guy from Film Vault on more, Anderson, I think...please! But, all in all, a great podcast!	3	JMH85JMH	Good, but could be great.
2015-02-15 05:18:24	Just found out about this podcast though the chain of podcasters interviewing podcasters! The Chalene Show-> Art of Charm -> Sex with Emily! Love all this awesome sexy info!	5	Great Photo App	Catching up!
2015-02-14 22:15:40	I used to enjoy this show. Emily is smart and witty, but she unfortunately is actually totally self-centered and conceited. She has this friend on the show, a total idiot - Menas who is the most narrow minded, narcissistic dimwit with the sexual maturity of a bookend. He  loves to talk about himself and laugh at the sexuality of others. Emily, you really need to ditch this half-wit idiot and stick to having mature, sexually evolved guests on your show.	1	Wild sandy	Ugh!
2015-01-03 01:25:24	My wife and I have been married for 20 years. During this time we've had dry spells but are having the best sex ever! We love revisiting what makes us crave sex. The show is both fun and informative.	4	rokanator	Great show
2015-01-26 20:16:00	Honestly I've been listening to this show for a year now and it hasn't gotten any better. I really enjoy listening to andersons perspective but emily is so superficial. She is so self absorbed and needs a man who will actually stay with her. It used to be a much better show. Going down from here. Sorry	2	Laureenu	Not sure anymore
2015-01-23 18:52:30	One of the best things I ever gotten on a first date! I dated a guy that lived Emily, so I said I would check her out. He is long gone, but Emily is still around! She is funny and educational all at the same time! Love her, Anderson, Menace and the interns!	5	Xandra311	One of my favorite podcast!
2015-01-10 05:13:54	After listening to Emily hock everything she possibly can(she wasn't done, she concluded with more selling!) first she says she had one or two threesomes, then later on she confesses to more(honesty issues), she was completely reading off a list, with the worst advice you can possibly give! She didn't even discuss the #1 issue in a threesome which is protection or not, how to go about discussing that. Then she goes on to say men shouldn't try pleasing both women at the same time! Jesus woman what kind of porn do you watch?? This show is all hype, her toolbag co host epitomizes toolbaggery. Complete waste of time! Out of an hour I would say 55min was boring back and forth with her co host about you guessed it, promoting her different endeavors, alittle over five min I would guess actually dealt with threesomes. Sheesh!	1	rnsone	Threesome Episode
2014-12-31 13:22:36	I love that there is finally an amazing podcast about real sex questions! I'm so happy I heard you on For Crying Out Loud- you are now one of my favorite podcasts!	5	JgedCLE	Yes!
